        wavelength                  f_lam                  e_lam              telcor
3802.5999999999603  3.126998709138534e-15 1.4236908186434392e-16                 1.0
  3803.29999999996 3.0241304680918192e-15  1.396998035013836e-16                 1.0
  3803.99999999996  3.102437004310738e-15  1.409749328996278e-16                 1.0
  3804.69999999996 3.2630341002840094e-15 1.4113597373941237e-16                 1.0
3805.3999999999596 3.1277295179619504e-15 1.4280396127418002e-16                 1.0
3806.0999999999594  3.210652371971123e-15 1.4129429390802074e-16                 1.0
3806.7999999999593  3.188417075203594e-15 1.4108852304097136e-16                 1.0
 3807.499999999959   3.21381839940008e-15 1.4121435922131928e-16                 1.0
 3808.199999999959   3.12644115041531e-15  1.396606686477011e-16                 1.0
3808.8999999999587 3.0598277069333875e-15 1.3955283868794256e-16                 1.0
3809.5999999999585 3.1937336602266714e-15 1.4031776154083849e-16                 1.0
3810.2999999999583  3.064995862140667e-15 1.4143768071226624e-16                 1.0
 3810.999999999958  2.946909602335639e-15 1.3994807454977032e-16                 1.0
 3811.699999999958 3.1270430850101312e-15   1.40034268560946e-16                 1.0
 3812.399999999958  3.155373365490594e-15 1.3851559302305576e-16                 1.0
3813.0999999999576 3.1478601090264895e-15 1.3930725489210034e-16                 1.0
3813.7999999999574  3.057597792875741e-15  1.390925577589252e-16                 1.0
3814.4999999999573 3.1025254912906155e-15  1.369383094576832e-16                 1.0
 3815.199999999957 3.1113783048893232e-15 1.3703942537951867e-16                 1.0
 3815.899999999957  2.985739668786249e-15 1.3561212305593346e-16                 1.0
3816.5999999999567  2.843279204717988e-15 1.3672457040644093e-16                 1.0
3817.2999999999565 2.9947588360556817e-15 1.3864306310335934e-16                 1.0
3817.9999999999563  3.023439500908735e-15 1.3847313980872722e-16                 1.0
 3818.699999999956 3.1812650173514987e-15 1.3766114030141756e-16                 1.0
 3819.399999999956 3.3297213997019022e-15 1.3491065106252798e-16                 1.0
 3820.099999999956 3.2820252600674688e-15 1.3456917446684428e-16                 1.0
3820.7999999999556  3.349091494469397e-15 1.3431709513186016e-16                 1.0
3821.4999999999554  3.187862917443978e-15  1.359735553012561e-16                 1.0
3822.1999999999553 2.9692837074384674e-15 1.3640190946734732e-16                 1.0
 3822.899999999955 3.0509516299513763e-15 1.3665835863517243e-16                 1.0
 3823.599999999955 3.1019949823706075e-15 1.3397337026967153e-16                 1.0
3824.2999999999547  3.116897661939145e-15  1.335167219003808e-16                 1.0
3824.9999999999545 3.2852794762199924e-15 1.3306150818534462e-16                 1.0
3825.6999999999543 3.1477865973557868e-15  1.317342484435123e-16                 1.0
 3826.399999999954  3.074688601174921e-15 1.3223840525302198e-16                 1.0
 3827.099999999954   3.05109307948265e-15 1.3265961659181113e-16                 1.0
 3827.799999999954 3.1658331293738403e-15 1.3318850192596354e-16                 1.0
3828.4999999999536  3.172898193691312e-15 1.3298872004789544e-16                 1.0
3829.1999999999534 2.9514503235487817e-15 1.3314132284994744e-16                 1.0
3829.8999999999533 3.2549831783200687e-15 1.3417950690615836e-16                 1.0
 3830.599999999953  3.078171835242125e-15 1.3202598494170052e-16                 1.0
 3831.299999999953 3.0609630521993566e-15 1.3148682871818105e-16                 1.0
3831.9999999999527  3.067308172294163e-15 1.3010246045447365e-16                 1.0
3832.6999999999525 2.9525483641330944e-15 1.3103479897493654e-16                 1.0
3833.3999999999523  3.188750198646914e-15 1.3206783448602536e-16                 1.0
 3834.099999999952 2.9329120596288573e-15 1.3063938907399634e-16                 1.0
 3834.799999999952   2.99642095081374e-15 1.3043635221378203e-16                 1.0
 3835.499999999952 3.0775467209487566e-15 1.3117149756042783e-16                 1.0
3836.1999999999516  3.212685528003729e-15  1.313828432923596e-16                 1.0
